model,year,price,mileage,tax,mpg,engineSize,transmission_Automatic,transmission_Manual,transmission_Other,transmission_Semi-Auto,fuelType_Diesel,fuelType_Electric,fuelType_Hybrid,fuelType_Other,fuelType_Petrol,Make_BMW,Make_Ford,Make_Hyundai,Make_audi,Make_skoda,Make_toyota,Make_vw
70,2017.0,16490.0,15121.0,150.0,58.9,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
70,2015.0,9490.0,32803.0,125.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51,2016.0,9795.0,48154.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2019.0,14995.0,7641.0,150.0,40.4,1.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51,2017.0,11695.0,15866.0,30.0,58.9,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
100,2015.0,9995.0,50178.0,145.0,54.3,1.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
38,2016.0,20645.0,23743.0,200.0,47.9,2.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,17345.0,29084.0,145.0,54.3,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,2013.0,5790.0,40000.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
78,2020.0,36500.0,672.0,145.0,30.7,2.3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,13690.0,4401.0,145.0,48.7,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,7390.0,40782.0,125.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,9990.0,12639.0,150.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10490.0,11785.0,150.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,2019.0,33500.0,10.0,145.0,37.2,2.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2013.0,6490.0,30869.0,20.0,67.3,1.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2018.0,9590.0,9864.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,12495.0,11042.0,150.0,88.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,15790.0,8422.0,150.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2019.0,15590.0,7513.0,150.0,51.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,17990.0,4967.0,150.0,48.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51,2017.0,10990.0,22888.0,30.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,15790.0,7721.0,150.0,54.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,16990.0,7271.0,165.0,45.6,1.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
84,2020.0,20775.0,270.0,145.0,50.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2020.0,21490.0,295.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2014.0,6995.0,32500.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,19990.0,2280.0,145.0,57.7,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,15495.0,20530.0,145.0,54.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2013.0,6595.0,33842.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2016.0,8450.0,45444.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,11950.0,12739.0,125.0,51.4,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
37,2019.0,15795.0,5152.0,145.0,51.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,14495.0,9700.0,145.0,57.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2016.0,7995.0,36500.0,20.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,8650.0,36700.0,145.0,52.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,14995.0,200.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,10950.0,31079.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,15888.0,2445.0,150.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,2015.0,8950.0,21182.0,20.0,68.9,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,16495.0,7137.0,150.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,13950.0,22188.0,150.0,57.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2016.0,8990.0,21871.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2017.0,14950.0,13411.0,125.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2015.0,11995.0,43393.0,20.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,2017.0,9450.0,28463.0,20.0,68.9,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2018.0,9200.0,13751.0,145.0,64.2,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,7250.0,32880.0,145.0,64.2,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,17698.0,6543.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2015.0,5498.0,57311.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2013.0,6298.0,33627.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2017.0,14998.0,33184.0,125.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,2016.0,8998.0,22773.0,125.0,53.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2015.0,11998.0,46780.0,20.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,13495.0,37000.0,160.0,45.6,1.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
65,2017.0,6950.0,28215.0,145.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2015.0,8495.0,36000.0,165.0,44.8,1.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
52,2019.0,16500.0,6069.0,145.0,61.4,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,9400.0,36239.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
65,2018.0,7950.0,5023.0,145.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
100,2018.0,21390.0,15800.0,145.0,56.5,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,13390.0,32123.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2016.0,9790.0,50192.0,125.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2013.0,9990.0,51097.0,240.0,39.2,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2016.0,8990.0,39000.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,10300.0,23296.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,16300.0,17287.0,145.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
65,2018.0,8300.0,23043.0,150.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10350.0,10573.0,150.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
23,2015.0,7250.0,47360.0,165.0,44.1,1.6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
42,2014.0,7250.0,45000.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2016.0,16500.0,31100.0,150.0,54.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2015.0,12695.0,32659.0,20.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2016.0,7495.0,28290.0,125.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2016.0,8995.0,20741.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2015.0,7695.0,13000.0,125.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2014.0,6495.0,43000.0,20.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2014.0,6998.0,33353.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,18498.0,2369.0,150.0,49.6,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,13798.0,11680.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2018.0,14500.0,15644.0,145.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,12400.0,26719.0,145.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
65,2017.0,7950.0,6073.0,145.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,15950.0,6768.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,25250.0,7416.0,145.0,34.5,2.3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,7990.0,33699.0,150.0,64.2,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,9599.0,28240.0,150.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
65,2019.0,10250.0,6613.0,150.0,47.9,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,11300.0,13802.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2017.0,13998.0,35448.0,150.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,2018.0,13700.0,9889.0,145.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2019.0,16450.0,10265.0,145.0,54.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2015.0,7995.0,14631.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,2017.0,11450.0,13056.0,125.0,58.9,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,11450.0,25133.0,145.0,47.9,1.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,16950.0,2684.0,145.0,41.5,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,11950.0,6046.0,0.0,78.5,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2018.0,14250.0,11591.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10050.0,14830.0,145.0,64.2,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
65,2018.0,9000.0,10920.0,145.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,11200.0,10357.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2020.0,21000.0,52.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,9741.0,23860.0,145.0,64.2,1.1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,17498.0,13743.0,150.0,51.4,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2015.0,9998.0,37962.0,150.0,53.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,12698.0,5715.0,125.0,51.4,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,9998.0,11599.0,145.0,52.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,2017.0,10298.0,41460.0,30.0,55.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,11980.0,30898.0,150.0,51.4,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
42,2013.0,4998.0,71825.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,15998.0,21173.0,150.0,58.9,1.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
64,2015.0,4698.0,19502.0,30.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,17298.0,10044.0,150.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2018.0,17498.0,13058.0,145.0,54.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2018.0,16998.0,18678.0,145.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2019.0,15995.0,2350.0,145.0,54.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,2017.0,9290.0,30803.0,20.0,68.9,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100,2019.0,25990.0,9282.0,145.0,51.4,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,2013.0,6290.0,33428.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,15490.0,8028.0,145.0,55.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
26,2017.0,10690.0,15650.0,145.0,55.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2016.0,8498.0,55102.0,165.0,44.8,1.5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,11498.0,22213.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,10598.0,14212.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2015.0,7498.0,2263.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2014.0,7998.0,69211.0,150.0,53.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,11998.0,16121.0,150.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,9998.0,28534.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
37,2016.0,9998.0,4027.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2018.0,16998.0,21284.0,145.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2016.0,13798.0,24123.0,20.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,14998.0,9587.0,150.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,9998.0,5012.0,150.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,12498.0,20554.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2016.0,7998.0,30654.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,9998.0,42692.0,125.0,52.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,8998.0,36501.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2016.0,10998.0,14345.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
52,2017.0,12298.0,17442.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2014.0,9298.0,59701.0,145.0,53.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2013.0,5798.0,33850.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10498.0,14272.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,16498.0,9557.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10798.0,18847.0,145.0,88.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23,2018.0,11698.0,9782.0,145.0,55.4,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10298.0,18192.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,18998.0,19725.0,145.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,11998.0,9038.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,9998.0,19096.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,8498.0,17292.0,145.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2018.0,12998.0,30127.0,145.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2017.0,17698.0,7373.0,150.0,54.3,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,2016.0,7298.0,35367.0,125.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2014.0,7298.0,52544.0,20.0,67.3,1.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2019.0,13598.0,12391.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51,2017.0,10830.0,14420.0,30.0,58.9,1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
64,2014.0,4290.0,54096.0,30.0,57.7,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2015.0,7790.0,30947.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
123,2016.0,11298.0,24939.0,30.0,61.4,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2017.0,17298.0,32451.0,145.0,54.3,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,11495.0,28500.0,150.0,47.9,1.6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,13498.0,12726.0,145.0,51.4,1.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
65,2018.0,9998.0,6963.0,145.0,43.5,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,23695.0,3541.0,145.0,74.3,1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,20498.0,9987.0,145.0,74.3,1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,16998.0,13998.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51,2018.0,11998.0,36244.0,145.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
51,2017.0,12698.0,12628.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,2019.0,13798.0,6505.0,150.0,48.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,14660.0,2150.0,145.0,54.3,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2015.0,7050.0,70672.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2016.0,8370.0,43924.0,20.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2013.0,4990.0,66175.0,0.0,85.6,1.6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2019.0,12998.0,10102.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,16998.0,21277.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,17298.0,12142.0,145.0,48.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,11250.0,16787.0,145.0,56.5,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,8550.0,16173.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2019.0,13200.0,2803.0,145.0,58.9,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,10998.0,6931.0,0.0,57.7,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
70,2017.0,14298.0,20442.0,150.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
77,2015.0,9998.0,51916.0,0.0,78.5,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,9698.0,12920.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2016.0,8998.0,14342.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2016.0,12990.0,29106.0,30.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,9770.0,23653.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2016.0,9280.0,30150.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2014.0,12046.0,48254.0,235.0,39.2,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2018.0,18991.0,19460.0,145.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2014.0,7491.0,17200.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
77,2016.0,10799.0,59193.0,30.0,65.7,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2016.0,10699.0,9027.0,20.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2015.0,7499.0,16427.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2013.0,5698.0,70048.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,10298.0,21420.0,125.0,53.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10298.0,18840.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,15798.0,38199.0,145.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2018.0,15498.0,21602.0,145.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2016.0,8998.0,12118.0,125.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2019.0,13998.0,13194.0,145.0,54.3,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
47,2017.0,17799.0,20747.0,150.0,56.5,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2015.0,6999.0,49000.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,9380.0,33929.0,145.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2019.0,11999.0,12700.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,10500.0,31350.0,145.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2017.0,8617.0,11560.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,2017.0,10478.0,30069.0,150.0,64.2,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
52,2017.0,14998.0,18209.0,145.0,56.6,1.5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,9698.0,34371.0,0.0,74.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,16498.0,12245.0,145.0,51.4,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2019.0,16598.0,11256.0,145.0,51.4,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,9298.0,30987.0,20.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,17498.0,17662.0,150.0,60.1,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2017.0,16998.0,29068.0,150.0,67.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2015.0,12150.0,63000.0,145.0,54.3,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
70,2016.0,13200.0,33698.0,145.0,52.3,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
43,2019.0,15900.0,11507.0,145.0,60.1,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2019.0,17860.0,8011.0,145.0,38.2,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2015.0,6810.0,49853.0,0.0,88.3,1.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
43,2015.0,12500.0,40310.0,205.0,41.5,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,20850.0,4957.0,145.0,31.0,1.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,2017.0,11500.0,19386.0,125.0,51.4,1.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
70,2018.0,19980.0,18911.0,145.0,39.2,2.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
42,2015.0,5980.0,26000.0,30.0,54.3,1.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
70,2019.0,18300.0,9600.0,150.0,35.3,1.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2017.0,9490.0,12620.0,0.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,2018.0,10490.0,30922.0,145.0,65.7,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
